date,pm25,pm10,o3,no2,so2,co,aqi
2018-01-01,168.0,75.0,77.0,35.0,46.0,8.0,87.5
2018-01-02,162.0,75.0,78.0,32.0,33.0,7.0,82.5
2018-01-03,149.0,75.0,138.0,46.0,48.0,16.0,85.71428571428571
2018-01-04,163.0,75.0,29.0,80.0,50.0,12.0,57.99999999999999
2018-01-05,160.0,75.0,38.0,65.0,52.0,13.0,76.0
2018-01-06,163.0,75.0,34.0,61.0,49.0,13.0,68.0
2018-01-07,163.0,75.0,34.0,59.0,46.0,11.0,68.0
2018-01-08,165.0,75.0,34.0,40.0,42.0,7.0,68.0
2018-01-09,158.0,75.0,29.0,56.0,52.0,11.0,57.99999999999999
2018-01-10,160.0,75.0,39.0,55.0,44.0,16.0,85.71428571428571
2018-01-11,172.0,75.0,28.0,60.0,49.0,23.0,56.00000000000001
2018-01-12,190.0,75.0,22.0,55.0,50.0,10.0,53.84615384615385
2018-01-13,163.0,75.0,1.0,56.0,31.0,21.0,77.5
2018-01-14,208.0,75.0,30.0,49.0,41.0,10.0,67.6923076923077
2018-01-15,176.0,75.0,5.0,61.0,48.0,14.0,57.14285714285714
2018-01-16,169.0,75.0,17.0,30.0,41.0,11.0,75.0
2018-01-17,167.0,75.0,21.0,32.0,32.0,8.0,80.0
2018-01-18,128.0,75.0,30.0,39.0,44.0,11.0,97.5
2018-01-19,167.0,75.0,33.0,62.0,54.0,22.0,66.0
2018-01-20,170.0,75.0,25.0,101.0,73.0,28.0,82.5
2018-01-21,179.0,75.0,34.0,67.0,58.0,10.0,68.0
2018-01-22,175.0,75.0,27.0,39.0,42.0,9.0,97.5
2018-01-23,145.0,75.0,30.0,59.0,52.0,19.0,60.0
2018-01-24,176.0,75.0,39.0,68.0,71.0,28.0,78.0
2018-01-25,199.0,75.0,38.0,69.0,58.0,22.0,76.0
2018-01-26,181.0,75.0,45.0,61.0,67.0,10.0,90.0
2018-01-27,178.0,75.0,40.0,49.0,59.0,15.0,80.0
2018-01-28,169.0,75.0,37.0,73.0,54.0,18.0,82.5
2018-01-29,181.0,75.0,38.0,84.0,65.0,24.0,76.0
2018-01-30,187.0,75.0,24.0,76.0,96.0,38.0,90.0
2018-01-31,189.0,75.0,29.0,82.0,127.0,35.0,57.99999999999999
2018-02-01,264.0,75.0,34.0,70.0,57.0,13.0,75.0
2018-02-02,171.0,75.0,3.0,99.0,56.0,16.0,85.71428571428571
2018-02-03,172.0,75.0,3.0,96.0,55.0,15.0,71.42857142857143
2018-02-04,173.0,75.0,28.0,87.0,62.0,17.0,56.00000000000001
2018-02-05,169.0,75.0,22.0,71.0,81.0,17.0,77.5
2018-02-06,180.0,75.0,44.0,73.0,61.0,14.0,88.0
2018-02-07,188.0,75.0,38.0,62.0,56.0,12.0,76.0
2018-02-08,154.0,75.0,33.0,76.0,81.0,23.0,90.0
2018-02-09,178.0,75.0,33.0,74.0,188.0,30.0,85.0
2018-02-10,259.0,75.0,20.0,47.0,126.0,10.0,50.0
2018-02-11,166.0,75.0,31.0,48.0,95.0,11.0,62.0
2018-02-12,165.0,75.0,34.0,46.0,40.0,7.0,68.0
2018-02-13,153.0,75.0,28.0,45.0,42.0,9.0,87.5
2018-02-14,156.0,75.0,35.0,51.0,51.0,10.0,70.0
2018-02-15,136.0,75.0,31.0,79.0,70.0,14.0,97.5
2018-02-16,163.0,75.0,35.0,77.0,57.0,18.0,92.5
2018-02-17,165.0,75.0,45.0,79.0,104.0,28.0,97.5
2018-02-18,284.0,75.0,46.0,76.0,144.0,50.0,92.0
2018-02-19,298.0,75.0,28.0,72.0,71.0,32.0,88.23529411764706
2018-02-20,198.0,75.0,43.0,74.0,61.0,20.0,86.0
2018-02-21,174.0,75.0,29.0,62.0,58.0,24.0,57.99999999999999
2018-02-22,172.0,75.0,26.0,63.0,116.0,24.0,57.49999999999999
2018-02-23,208.0,75.0,26.0,63.0,116.0,24.0,67.6923076923077
2018-02-25,112.0,75.0,24.0,60.0,57.0,13.0,73.33333333333333
2018-02-26,133.0,75.0,24.0,66.0,68.0,13.0,70.0
2018-02-27,145.0,75.0,47.0,78.0,73.0,15.0,95.0
2018-02-28,145.0,75.0,13.0,53.0,60.0,8.0,75.0
2018-03-01,146.0,75.0,13.0,48.0,61.0,8.0,75.0
2018-03-02,145.0,75.0,30.0,47.0,37.0,9.0,92.5
2018-03-03,115.0,75.0,28.0,35.0,40.0,11.0,87.5
2018-03-04,101.0,75.0,19.0,54.0,51.0,11.0,50.0
2018-03-05,96.0,75.0,32.0,57.0,65.0,18.0,64.0
2018-03-06,107.0,75.0,27.0,52.0,74.0,10.0,85.0
2018-03-07,95.0,75.0,27.0,52.0,74.0,10.0,85.0
2018-03-27,203.0,75.0,31.0,22.0,56.0,8.0,75.0
2018-03-28,216.0,75.0,41.0,65.0,99.0,20.0,82.0
2018-03-29,212.0,75.0,37.0,43.0,123.0,25.0,74.0
2018-03-30,233.0,75.0,3.0,60.0,206.0,18.0,86.92307692307692
2018-03-31,291.0,75.0,3.0,60.0,206.0,18.0,50.0
2017-10-10,149.0,75.0,6.0,15.0,4.0,7.0,62.5
2017-10-11,146.0,75.0,6.0,15.0,4.0,7.0,62.5
2017-10-18,161.0,75.0,6.0,15.0,4.0,7.0,62.5
2017-10-20,190.0,75.0,67.0,33.0,39.0,13.0,97.5
2017-10-21,208.0,75.0,30.0,19.0,34.0,5.0,85.0
2017-10-22,145.0,75.0,30.0,16.0,37.0,9.0,92.5
2017-10-23,136.0,75.0,31.0,22.0,37.0,9.0,92.5
2017-10-24,154.0,75.0,34.0,27.0,53.0,22.0,68.0
2017-10-25,164.0,75.0,50.0,34.0,47.0,32.0,88.23529411764706
2017-10-26,196.0,75.0,85.0,44.0,71.0,27.0,77.5
2017-10-27,212.0,75.0,11.0,45.0,48.0,28.0,70.76923076923077
2017-10-28,171.0,75.0,78.0,49.0,50.0,18.0,56.00000000000001
2017-10-29,174.0,75.0,78.0,49.0,50.0,18.0,56.00000000000001
2017-10-31,168.0,75.0,44.0,37.0,52.0,24.0,92.5
2017-11-01,186.0,75.0,40.0,39.0,55.0,30.0,97.5
2017-11-02,187.0,75.0,74.0,48.0,51.0,17.0,51.53846153846153
2017-11-03,192.0,75.0,43.0,44.0,60.0,9.0,87.5
2017-11-04,186.0,75.0,67.0,38.0,56.0,10.0,95.0
2017-11-05,200.0,75.0,36.0,37.0,45.0,16.0,92.5
2017-11-06,169.0,75.0,28.0,50.0,53.0,16.0,85.71428571428571
2017-11-07,159.0,75.0,64.0,47.0,52.0,22.0,50.0
2017-11-08,170.0,75.0,70.0,54.0,65.0,18.0,62.5
2017-11-09,171.0,75.0,59.0,37.0,36.0,16.0,92.5
2017-11-10,167.0,75.0,62.0,48.0,51.0,19.0,50.0
2017-11-11,183.0,75.0,68.0,47.0,54.0,17.0,50.0
2017-11-12,173.0,75.0,64.0,44.0,52.0,32.0,88.23529411764706
2017-11-13,186.0,75.0,98.0,64.0,98.0,36.0,96.0
2017-11-14,270.0,75.0,34.0,18.0,51.0,21.0,68.0
2017-11-15,224.0,75.0,15.0,9.0,48.0,7.0,80.0
2017-11-16,165.0,75.0,27.0,23.0,42.0,8.0,75.0
2017-11-17,203.0,75.0,18.0,33.0,53.0,10.0,82.5
2017-11-18,202.0,75.0,33.0,34.0,48.0,10.0,85.0
2017-11-19,177.0,75.0,63.0,34.0,40.0,8.0,85.0
2017-11-20,186.0,75.0,55.0,37.0,48.0,11.0,92.5
2017-11-21,184.0,75.0,19.0,21.0,25.0,8.0,75.0
2017-11-22,172.0,75.0,19.0,28.0,33.0,10.0,82.5
2017-11-23,164.0,75.0,68.0,40.0,56.0,14.0,57.14285714285714
2017-11-24,173.0,75.0,65.0,53.0,55.0,21.0,50.0
2017-11-25,178.0,75.0,60.0,52.0,58.0,17.0,50.0
2017-11-26,190.0,75.0,73.0,47.0,58.0,21.0,53.84615384615385
2017-11-27,175.0,75.0,73.0,55.0,58.0,21.0,50.0
2017-11-28,188.0,75.0,74.0,49.0,48.0,10.0,52.307692307692314
2017-11-29,166.0,75.0,40.0,45.0,56.0,14.0,80.0
2017-11-30,173.0,75.0,22.0,44.0,70.0,11.0,75.0
2017-12-01,164.0,75.0,70.0,32.0,47.0,7.0,80.0
2017-12-02,168.0,75.0,71.0,28.0,46.0,5.0,70.0
2017-12-03,150.0,75.0,61.0,26.0,40.0,6.0,65.0
2017-12-04,157.0,75.0,23.0,25.0,27.0,6.0,67.5
2017-12-05,166.0,75.0,37.0,14.0,15.0,4.0,74.0
2017-12-06,151.0,75.0,29.0,26.0,20.0,7.0,65.0
2017-12-07,157.0,75.0,34.0,27.0,37.0,6.0,92.5
2017-12-08,143.0,75.0,27.0,32.0,55.0,7.0,80.0
2017-12-09,170.0,75.0,16.0,34.0,46.0,11.0,85.0
2017-12-10,150.0,75.0,30.0,26.0,69.0,12.0,72.5
2017-12-11,173.0,75.0,23.0,29.0,45.0,7.0,72.5
2017-12-12,138.0,75.0,41.0,41.0,57.0,8.0,82.0
2017-12-13,156.0,75.0,35.0,36.0,56.0,6.0,90.0
2017-12-14,158.0,75.0,45.0,34.0,57.0,7.0,90.0
2017-12-15,166.0,75.0,43.0,26.0,43.0,10.0,86.0
2017-12-16,164.0,75.0,50.0,20.0,47.0,3.0,50.0
2017-12-17,154.0,75.0,31.0,28.0,46.0,5.0,70.0
2017-12-18,153.0,75.0,39.0,32.0,54.0,4.0,80.0
2017-12-19,139.0,75.0,9.0,18.0,16.0,5.0,50.0
2017-12-20,145.0,75.0,41.0,25.0,42.0,5.0,82.0
2017-12-21,155.0,75.0,57.0,28.0,47.0,5.0,70.0
2017-12-22,154.0,75.0,37.0,36.0,50.0,10.0,90.0
2017-12-23,156.0,75.0,53.0,47.0,65.0,11.0,62.5
2017-12-24,172.0,75.0,60.0,41.0,62.0,11.0,55.00000000000001
2017-12-25,155.0,75.0,38.0,39.0,58.0,8.0,97.5
2017-12-26,157.0,75.0,46.0,40.0,49.0,11.0,92.0
2017-12-27,150.0,75.0,54.0,45.0,79.0,16.0,97.5
2017-12-28,180.0,75.0,56.0,43.0,69.0,12.0,72.5
2017-12-29,172.0,75.0,84.0,43.0,75.0,9.0,87.5
2017-12-30,166.0,75.0,84.0,66.0,110.0,11.0,68.0
2017-12-31,174.0,75.0,62.0,38.0,51.0,8.0,95.0
2017-09-26,155.0,75.0,62.0,38.0,51.0,8.0,95.0
2017-09-28,140.0,75.0,17.0,8.0,9.0,2.0,50.0
2017-09-29,122.0,75.0,17.0,8.0,9.0,2.0,50.0
2017-01-02,183.0,75.0,75.0,32.0,21.0,18.0,80.0
2017-01-03,186.0,75.0,120.0,44.0,24.0,23.0,60.0
2017-01-04,191.0,75.0,117.0,46.0,33.0,27.0,82.5
2017-01-05,217.0,75.0,72.0,37.0,34.0,15.0,92.5
2017-01-06,195.0,75.0,36.0,25.0,26.0,8.0,75.0
2017-01-07,154.0,75.0,88.0,21.0,24.0,6.0,76.0
2017-01-08,157.0,75.0,86.0,23.0,26.0,7.0,72.0
2017-01-09,168.0,75.0,80.0,28.0,37.0,10.0,92.5
2017-01-10,168.0,75.0,102.0,30.0,31.0,9.0,87.5
2017-01-11,161.0,75.0,97.0,30.0,35.0,8.0,94.0
2017-01-12,150.0,75.0,89.0,22.0,28.0,5.0,78.0
2017-01-13,134.0,75.0,102.0,18.0,19.0,4.0,50.0
2017-01-14,117.0,75.0,130.0,28.0,25.0,15.0,90.0
2017-01-15,365.0,75.0,81.0,26.0,39.0,9.0,97.5
2017-01-16,343.0,75.0,98.0,32.0,41.0,9.0,96.0
2017-01-17,149.0,75.0,96.0,31.0,46.0,8.0,92.0
2017-01-18,157.0,75.0,80.0,22.0,30.0,5.0,75.0
2017-01-19,162.0,75.0,76.0,20.0,24.0,5.0,60.0
2017-01-20,151.0,75.0,68.0,29.0,31.0,15.0,77.5
2017-01-21,168.0,75.0,93.0,36.0,27.0,13.0,90.0
2017-01-22,189.0,75.0,99.0,36.0,36.0,21.0,98.0
2017-01-23,186.0,75.0,79.0,51.0,33.0,23.0,82.5
2017-01-24,198.0,75.0,51.0,83.0,60.0,32.0,88.23529411764706
2017-01-25,375.0,75.0,81.0,47.0,39.0,6.0,97.5
2017-01-26,171.0,75.0,71.0,62.0,22.0,10.0,55.00000000000001
2017-01-27,127.0,75.0,77.0,53.0,35.0,6.0,87.5
2017-01-28,139.0,75.0,104.0,61.0,33.0,9.0,87.5
2017-01-29,152.0,75.0,100.0,74.0,38.0,19.0,95.0
2017-01-30,182.0,75.0,111.0,80.0,56.0,18.0,50.0
2017-01-31,188.0,75.0,93.0,80.0,32.0,22.0,86.0
2017-02-01,230.0,75.0,104.0,77.0,42.0,22.0,92.5
2017-02-02,303.0,75.0,105.0,76.0,41.0,19.0,90.0
2017-02-03,202.0,75.0,79.0,55.0,47.0,9.0,87.5
2017-02-04,208.0,75.0,97.0,31.0,29.0,3.0,94.0
2017-02-05,115.0,75.0,104.0,62.0,38.0,15.0,95.0
2017-02-06,203.0,75.0,104.0,70.0,44.0,9.0,87.5
2017-02-07,188.0,75.0,122.0,80.0,40.0,12.0,52.307692307692314
2017-02-08,212.0,75.0,15.0,66.0,49.0,7.0,70.76923076923077
2017-02-09,167.0,75.0,55.0,43.0,29.0,5.0,72.5
2017-02-10,160.0,75.0,101.0,54.0,37.0,8.0,92.5
2017-02-11,170.0,75.0,120.0,54.0,40.0,7.0,62.5
2017-02-12,223.0,75.0,82.0,51.0,28.0,7.0,79.23076923076923
2017-02-13,171.0,75.0,104.0,55.0,26.0,8.0,75.0
2017-02-14,211.0,75.0,101.0,59.0,24.0,15.0,71.42857142857143
2017-02-15,225.0,75.0,106.0,64.0,36.0,12.0,90.0
2017-02-16,217.0,75.0,106.0,72.0,38.0,10.0,95.0
2017-02-17,224.0,75.0,109.0,78.0,51.0,20.0,95.0
2017-02-18,196.0,75.0,154.0,84.0,39.0,19.0,97.5
2017-02-19,265.0,75.0,55.0,41.0,39.0,9.0,97.5
2017-02-20,166.0,75.0,73.0,37.0,34.0,5.0,92.5
2017-02-21,219.0,75.0,61.0,46.0,33.0,7.0,82.5
2017-02-22,151.0,75.0,50.0,40.0,44.0,13.0,50.0
2017-02-23,197.0,75.0,20.0,76.0,48.0,18.0,90.0
2017-02-24,190.0,75.0,117.0,66.0,43.0,14.0,65.0
2017-02-25,165.0,75.0,114.0,69.0,57.0,18.0,72.5
2017-02-26,182.0,75.0,124.0,74.0,44.0,25.0,85.0
2017-02-27,249.0,75.0,132.0,83.0,46.0,21.0,99.23076923076923
2017-02-28,243.0,75.0,129.0,74.0,42.0,12.0,94.61538461538461
2017-03-01,212.0,75.0,79.0,49.0,29.0,5.0,72.5
2017-03-02,152.0,75.0,119.0,58.0,34.0,8.0,85.0
2017-03-03,153.0,75.0,80.0,37.0,29.0,5.0,92.5
2017-03-04,163.0,75.0,122.0,57.0,39.0,9.0,97.5
2017-03-05,221.0,75.0,108.0,63.0,39.0,13.0,97.5
2017-03-06,174.0,75.0,122.0,69.0,40.0,11.0,72.5
2017-03-07,180.0,75.0,38.0,36.0,27.0,5.0,90.0
2017-03-08,167.0,75.0,43.0,32.0,49.0,5.0,86.0
2017-03-09,164.0,75.0,50.0,33.0,42.0,4.0,82.5
2017-03-10,130.0,75.0,105.0,33.0,28.0,3.0,82.5
2017-03-11,159.0,75.0,112.0,55.0,49.0,9.0,87.5
2017-03-12,197.0,75.0,114.0,53.0,40.0,11.0,59.23076923076923
2017-03-13,181.0,75.0,103.0,56.0,29.0,8.0,75.0
2017-03-14,147.0,75.0,111.0,53.0,35.0,8.0,87.5
2017-03-15,141.0,75.0,153.0,70.0,42.0,10.0,77.94117647058823
2017-03-16,165.0,75.0,84.0,53.0,47.0,14.0,68.0
2017-03-17,176.0,75.0,53.0,32.0,47.0,4.0,80.0
2017-03-18,215.0,75.0,54.0,41.0,47.0,5.0,73.07692307692307
2017-03-19,157.0,75.0,80.0,60.0,56.0,15.0,71.42857142857143
2017-03-20,165.0,75.0,113.0,68.0,44.0,19.0,70.0
2017-03-21,208.0,75.0,144.0,69.0,73.0,21.0,82.5
2017-03-22,338.0,75.0,38.0,29.0,41.0,4.0,76.0
2017-03-23,152.0,75.0,38.0,29.0,41.0,4.0,76.0
2016-10-01,91.0,75.0,35.0,7.0,22.0,10.0,70.0
2016-10-02,124.0,75.0,103.0,7.0,21.0,11.0,52.5
2016-10-03,158.0,75.0,4.0,3.0,8.0,7.0,62.5
2016-10-04,152.0,75.0,4.0,6.0,22.0,14.0,57.14285714285714
2016-10-05,123.0,75.0,7.0,5.0,24.0,15.0,71.42857142857143
2016-10-06,160.0,75.0,57.0,6.0,10.0,15.0,71.42857142857143
2016-10-07,171.0,75.0,64.0,8.0,9.0,17.0,50.0
2016-10-08,193.0,75.0,42.0,5.0,20.0,12.0,84.0
2016-10-09,172.0,75.0,25.0,5.0,13.0,9.0,87.5
2016-10-10,161.0,75.0,26.0,3.0,14.0,7.0,62.5
2016-10-11,131.0,75.0,42.0,5.0,11.0,8.0,84.0
2016-10-12,127.0,75.0,39.0,8.0,48.0,13.0,78.0
2016-10-13,115.0,75.0,94.0,15.0,59.0,19.0,88.0
2016-10-14,211.0,75.0,88.0,18.0,57.0,32.0,88.23529411764706
2016-10-15,235.0,75.0,48.0,12.0,38.0,26.0,96.0
2016-10-16,196.0,75.0,85.0,17.0,18.0,31.0,82.35294117647058
2016-10-17,216.0,75.0,58.0,12.0,23.0,14.0,73.84615384615385
2016-10-18,171.0,75.0,51.0,9.0,25.0,10.0,62.5
2016-10-19,176.0,75.0,77.0,9.0,31.0,20.0,77.5
2016-10-20,160.0,75.0,84.0,9.0,33.0,15.0,82.5
2016-10-21,190.0,75.0,81.0,10.0,28.0,14.0,70.0
2016-10-22,192.0,75.0,74.0,7.0,27.0,11.0,67.5
2016-10-23,164.0,75.0,68.0,8.0,43.0,10.0,50.0
2016-10-24,157.0,75.0,54.0,7.0,29.0,10.0,72.5
2016-10-25,160.0,75.0,75.0,11.0,60.0,19.0,50.0
2016-10-26,186.0,75.0,76.0,14.0,30.0,33.0,94.11764705882352
2016-10-27,203.0,75.0,83.0,17.0,44.0,33.0,94.11764705882352
2016-10-28,306.0,75.0,68.0,21.0,50.0,47.0,52.5
2016-10-29,487.0,75.0,109.0,16.0,29.0,44.0,72.5
2016-10-30,497.0,75.0,92.0,13.0,30.0,22.0,84.0
2016-10-31,453.0,75.0,114.0,12.0,24.0,19.0,60.0
2016-11-01,430.0,75.0,113.0,13.0,21.0,22.0,52.5
2016-11-02,266.0,75.0,118.0,11.0,19.0,18.0,50.0
2016-11-03,224.0,75.0,102.0,15.0,48.0,30.0,80.0
2016-11-04,237.0,75.0,119.0,20.0,35.0,52.0,90.0
2016-11-05,315.0,75.0,154.0,19.0,39.0,45.0,97.5
2016-11-06,401.0,75.0,93.0,16.0,30.0,32.0,88.23529411764706
2016-11-07,254.0,75.0,102.0,21.0,61.0,32.0,88.23529411764706
2016-11-08,187.0,75.0,64.0,63.0,42.0,36.0,57.49999999999999
2016-11-09,236.0,75.0,156.0,64.0,41.0,46.0,89.23076923076924
2016-11-10,313.0,75.0,133.0,61.0,48.0,32.0,88.23529411764706
2016-11-11,245.0,75.0,113.0,61.0,45.0,28.0,96.15384615384616
2016-11-12,381.0,75.0,140.0,44.0,33.0,17.0,82.5
2016-11-13,369.0,75.0,139.0,24.0,35.0,13.0,87.5
2016-11-14,562.0,75.0,92.0,15.0,24.0,48.0,84.0
2016-11-16,125.0,75.0,84.0,54.0,14.0,15.0,71.42857142857143
2016-11-17,179.0,75.0,79.0,84.0,23.0,26.0,57.99999999999999
2016-11-18,287.0,75.0,147.0,100.0,25.0,33.0,94.11764705882352
2016-11-19,354.0,75.0,93.0,89.0,23.0,38.0,86.0
2016-11-20,249.0,75.0,55.0,82.0,26.0,43.0,99.23076923076923
2016-11-21,242.0,75.0,123.0,25.0,16.0,37.0,93.84615384615384
2016-11-22,214.0,75.0,78.0,22.0,21.0,30.0,76.47058823529412
2016-11-23,335.0,75.0,73.0,20.0,36.0,22.0,90.0
2016-11-24,207.0,75.0,65.0,17.0,32.0,47.0,80.0
2016-11-25,175.0,75.0,80.0,18.0,33.0,28.0,82.5
2016-11-26,175.0,75.0,64.0,16.0,16.0,59.0,50.0
2016-11-27,222.0,75.0,86.0,19.0,25.0,54.0,78.46153846153847
2016-11-28,215.0,75.0,88.0,27.0,26.0,33.0,94.11764705882352
2016-11-29,241.0,75.0,111.0,16.0,25.0,27.0,93.07692307692308
2016-11-30,183.0,75.0,142.0,16.0,13.0,13.0,61.76470588235294
2016-12-01,159.0,75.0,77.0,24.0,20.0,6.0,60.0
2016-12-02,272.0,75.0,65.0,11.0,6.0,2.0,50.0
2016-12-03,240.0,75.0,106.0,13.0,6.0,3.0,92.3076923076923
2016-12-04,182.0,75.0,99.0,13.0,10.0,8.0,98.0
2016-12-05,256.0,75.0,98.0,15.0,11.0,11.0,96.0
2016-12-06,254.0,75.0,108.0,20.0,16.0,15.0,71.42857142857143
2016-12-07,212.0,75.0,102.0,26.0,17.0,20.0,70.76923076923077
2016-12-08,190.0,75.0,95.0,39.0,26.0,32.0,97.5
2016-12-09,302.0,75.0,153.0,59.0,33.0,66.0,82.5
2016-12-10,382.0,75.0,76.0,45.0,20.0,41.0,52.0
2016-12-11,282.0,75.0,59.0,31.0,34.0,17.0,85.0
2016-12-12,182.0,75.0,69.0,32.0,48.0,10.0,80.0
2016-12-13,156.0,75.0,69.0,32.0,48.0,10.0,80.0
2016-12-15,167.0,75.0,93.0,37.0,26.0,25.0,92.5
2016-12-16,188.0,75.0,71.0,36.0,23.0,20.0,90.0
2016-12-17,197.0,75.0,127.0,37.0,34.0,17.0,92.5
2016-12-18,235.0,75.0,101.0,37.0,24.0,22.0,92.5
2016-12-19,87.0,75.0,3.0,66.0,28.0,61.0,90.0
2016-12-20,242.0,75.0,97.0,39.0,25.0,27.0,97.5
2016-12-21,247.0,75.0,102.0,37.0,23.0,23.0,97.6923076923077
2016-12-22,91.0,75.0,153.0,28.0,35.0,35.0,87.5
2016-12-23,294.0,75.0,96.0,20.0,21.0,25.0,92.0
2016-12-24,234.0,75.0,78.0,19.0,12.0,14.0,87.6923076923077
2016-12-25,178.0,75.0,94.0,23.0,23.0,11.0,88.0
2016-12-26,186.0,75.0,83.0,26.0,21.0,19.0,66.0
2016-12-27,269.0,75.0,88.0,25.0,18.0,16.0,85.71428571428571
2016-12-28,228.0,75.0,17.0,14.0,9.0,25.0,83.07692307692308
2016-12-29,197.0,75.0,102.0,29.0,22.0,44.0,72.5
2016-12-30,246.0,75.0,143.0,49.0,25.0,23.0,96.92307692307692
2016-12-31,222.0,75.0,112.0,34.0,19.0,15.0,85.0
2017-01-01,193.0,75.0,90.0,36.0,27.0,20.0,90.0
2016-07-01,91.0,75.0,22.0,5.0,1.0,6.0,50.0
2016-07-02,71.0,75.0,36.0,4.0,1.0,6.0,72.0
2016-07-03,97.0,75.0,9.0,2.0,2.0,11.0,50.0
2016-07-04,118.0,75.0,19.0,2.0,1.0,9.0,93.33333333333333
2016-07-05,137.0,75.0,22.0,1.0,2.0,5.0,50.0
2016-07-06,134.0,75.0,22.0,1.0,2.0,5.0,50.0
2016-07-11,105.0,75.0,22.0,1.0,2.0,5.0,50.0
2016-07-14,112.0,75.0,22.0,34.0,26.0,7.0,85.0
2016-07-15,102.0,75.0,22.0,32.0,21.0,7.0,80.0
2016-07-16,111.0,75.0,22.0,30.0,21.0,8.0,75.0
2016-07-17,95.0,75.0,22.0,33.0,19.0,8.0,82.5
2016-07-18,87.0,75.0,22.0,41.0,19.0,8.0,90.0
2016-07-19,131.0,75.0,22.0,20.0,26.0,6.0,65.0
2016-07-20,90.0,75.0,22.0,30.0,18.0,6.0,75.0
2016-07-21,97.0,75.0,22.0,23.0,24.0,6.0,60.0
2016-07-22,92.0,75.0,22.0,27.0,17.0,5.0,67.5
2016-07-23,85.0,75.0,22.0,27.0,17.0,5.0,83.33333333333334
2016-07-25,106.0,75.0,22.0,33.0,19.0,7.0,82.5
2016-07-26,124.0,75.0,6.0,21.0,19.0,13.0,52.5
2016-07-27,122.0,75.0,6.0,21.0,19.0,8.0,75.0
2016-07-28,113.0,75.0,4.0,27.0,18.0,8.0,76.66666666666667
2016-07-29,115.0,75.0,4.0,28.0,19.0,7.0,83.33333333333334
2016-07-30,92.0,75.0,4.0,26.0,20.0,6.0,65.0
2016-07-31,114.0,75.0,4.0,28.0,20.0,7.0,80.0
2016-08-01,99.0,75.0,4.0,27.0,21.0,7.0,67.5
2016-08-02,86.0,75.0,7.0,26.0,17.0,9.0,87.5
2016-08-03,103.0,75.0,6.0,12.0,17.0,11.0,50.0
2016-08-04,144.0,75.0,6.0,12.0,25.0,9.0,87.5
2016-08-05,96.0,75.0,6.0,12.0,25.0,9.0,87.5
2016-08-07,999.0,75.0,1.0,27.0,16.0,9.0,87.5
2016-08-08,184.0,75.0,5.0,21.0,19.0,8.0,75.0
2016-08-09,109.0,75.0,6.0,17.0,20.0,10.0,63.33333333333333
2016-08-10,62.0,75.0,10.0,16.0,19.0,10.0,50.0
2016-08-11,27.0,75.0,17.0,13.0,20.0,9.0,90.0
2016-08-12,92.0,75.0,20.0,12.0,19.0,7.0,62.5
2016-08-13,113.0,75.0,17.0,11.0,19.0,6.0,76.66666666666667
2016-08-14,144.0,75.0,13.0,12.0,21.0,6.0,52.5
2016-08-15,116.0,75.0,14.0,18.0,18.0,8.0,86.66666666666667
2016-08-16,214.0,75.0,14.0,15.0,21.0,7.0,72.3076923076923
2016-08-17,104.0,75.0,24.0,9.0,21.0,7.0,62.5
2016-08-18,105.0,75.0,21.0,12.0,19.0,8.0,75.0
2016-08-19,101.0,75.0,8.0,15.0,22.0,11.0,55.00000000000001
2016-08-20,130.0,75.0,7.0,13.0,21.0,10.0,52.5
2016-08-21,117.0,75.0,15.0,15.0,33.0,11.0,90.0
2016-08-22,145.0,75.0,6.0,11.0,21.0,9.0,87.5
2016-08-23,131.0,75.0,17.0,9.0,34.0,8.0,85.0
2016-08-24,92.0,75.0,13.0,10.0,23.0,8.0,75.0
2016-08-25,95.0,75.0,14.0,9.0,22.0,9.0,87.5
2016-08-26,101.0,75.0,24.0,7.0,47.0,9.0,87.5
2016-08-27,140.0,75.0,20.0,10.0,55.0,8.0,75.0
2016-08-28,128.0,75.0,14.0,8.0,31.0,10.0,77.5
2016-08-29,141.0,75.0,41.0,11.0,25.0,10.0,82.0
2016-08-30,144.0,75.0,17.0,6.0,23.0,9.0,87.5
2016-08-31,135.0,75.0,19.0,6.0,21.0,8.0,75.0
2016-09-01,103.0,75.0,22.0,7.0,23.0,8.0,75.0
2016-09-02,138.0,75.0,25.0,7.0,22.0,8.0,75.0
2016-09-03,113.0,75.0,24.0,6.0,24.0,7.0,76.66666666666667
2016-09-04,118.0,75.0,25.0,7.0,24.0,7.0,93.33333333333333
2016-09-05,111.0,75.0,20.0,6.0,23.0,7.0,70.0
2016-09-06,110.0,75.0,25.0,6.0,22.0,10.0,66.66666666666666
2016-09-07,136.0,75.0,31.0,8.0,25.0,8.0,75.0
2016-09-08,110.0,75.0,25.0,8.0,26.0,7.0,66.66666666666666
2016-09-09,115.0,75.0,23.0,6.0,21.0,6.0,83.33333333333334
2016-09-10,104.0,75.0,24.0,7.0,22.0,6.0,55.00000000000001
2016-09-11,77.0,75.0,27.0,9.0,20.0,8.0,75.0
2016-09-12,101.0,75.0,53.0,8.0,26.0,9.0,87.5
2016-09-13,114.0,75.0,37.0,12.0,23.0,13.0,80.0
2016-09-14,143.0,75.0,38.0,9.0,24.0,13.0,76.0
2016-09-15,141.0,75.0,48.0,12.0,25.0,12.0,96.0
